family,relation,target,sense
available,similar,ready,1
available,similar,visible,1
average,similar,common,2
average,similar,normal,1
average,similar,ordinary,3
average,synonym,fair,3
average,synonym,intermediate,
average,synonym,mean,1
average,synonym,median,
average,synonym,medium,
average,synonym,norm,
average,synonym,ordinary,2
avert,synonym,avoid,1
avert,synonym,deflect,1
avoid,antonym,confront,1
avoid,synonym,avert,2
avoid,synonym,deflect,2
avoid,synonym,void,
await,similar,anticipate,1
await,similar,expect,1
await,synonym,expect,1
await,synonym,look,1
await,synonym,wait,1
awake,antonym,asleep,1
awake,similar,aware,2
awake,similar,up,1
awake,synonym,alert,2
awake,synonym,alive,2
awake,synonym,arouse,3
awake,synonym,wake,3
award,synonym,grant,
award,synonym,honour,2
award,synonym,prize,3
aware,similar,alert,1
aware,similar,alive,1
aware,similar,awake,1
aware,similar,conscious,1
aware,similar,sensible,1
away,antonym,home,
away,synonym,aside,3
away,synonym,by,
away,synonym,forth,1
away,synonym,off,1
away,synonym,out,2
awe,synonym,fear,2
awe,synonym,revere,2
awesome,synonym,awful,1
awful,similar,bad,1
awful,similar,dirty,3
awful,similar,mean,3
awful,synonym,awesome,
awful,synonym,dire,2
awful,synonym,dread,2
awful,synonym,dreadful,1
awful,synonym,horrific,2
awful,synonym,nasty,3
awful,synonym,terrible,1
awful,synonym,tremendous,
awkward,similar,clumsy,2
awkward,similar,convenient,1
awkward,synonym,clumsy,3
axis,synonym,bloc,3
babe,synonym,baby,1
babe,synonym,infant,1
baby,synonym,babe,1
baby,synonym,beloved,
baby,synonym,child,3
baby,synonym,darling,
baby,synonym,honey,
baby,synonym,infant,1
baby,synonym,love,
back,antonym,advance,
back,antonym,ahead,
back,antonym,front,3
back,synonym,angel,
back,synonym,endorse,
back,synonym,patronage,
back,synonym,rear,2
back,synonym,spine,
back,synonym,support,
background,synonym,ground,2
background,synonym,scope,
bad,antonym,good,1
bad,antonym,goods,
bad,similar,awful,1
bad,similar,competent,1
bad,similar,cool,1
bad,similar,dreadful,1
bad,similar,hard,1
bad,similar,ill,1
bad,similar,intense,2
bad,similar,naughty,1
bad,similar,negative,1
bad,similar,pretty,1
bad,similar,rubber,1
bad,similar,sad,1
bad,similar,severe,1
bad,similar,sorry,1
bad,similar,terrible,1
bad,similar,tough,1
bad,synonym,big,2
bad,synonym,sorry,
bad,synonym,tough,3
baffle,synonym,amaze,1
baffle,synonym,beat,1
baffle,synonym,bewilder,1
baffle,synonym,cross,2
baffle,synonym,foil,2
baffle,synonym,frustrate,2
baffle,synonym,get,1
baffle,synonym,gravel,1
baffle,synonym,pose,1
baffle,synonym,puzzle,1
baffle,synonym,regulate,3
baffle,synonym,spoil,2
baffle,synonym,stick,1
baffle,synonym,thwart,2
bag,synonym,base,3
bag,synonym,bulge,
bag,synonym,grip,
bag,synonym,luggage,
bag,synonym,purse,
bail,synonym,bond,1
bait,synonym,hook,1
bait,synonym,lure,1
bait,synonym,rag,3
bait,synonym,rally,3
bait,synonym,ride,3
bait,synonym,taunt,3
bait,synonym,tease,3
balance,synonym,disproportion,
balance,synonym,equilibrium,
balance,synonym,proportion,3
balance,synonym,remainder,
balance,synonym,residue,
balance,synonym,rest,
balance,synonym,symmetry,
bald,similar,bare,3
bald,similar,open,1
bald,similar,overt,1
ball,synonym,baseball,
ball,synonym,chunk,
ball,synonym,clump,
ball,synonym,egg,
ball,synonym,globe,3
ball,synonym,lump,
ballot,synonym,vote,2
ban,synonym,banish,3
ban,synonym,censor,1
band,synonym,circle,1
band,synonym,lot,1
band,synonym,set,1
band,synonym,stripe,
bandage,synonym,bind,2
bandage,synonym,patch,1
bang,synonym,bash,
bang,synonym,blast,
bang,synonym,boot,
bang,synonym,screw,
bang,synonym,slam,1
bang,synonym,thrill,
banish,synonym,ban,1
banish,synonym,bar,3
banish,synonym,relegate,3
bank,synonym,bet,
bank,synonym,depend,
bank,synonym,rely,
bankrupt,synonym,break,3
bankrupt,synonym,ruin,3
bankrupt,synonym,smash,3
banner,synonym,standard,3
banquet,similar,feast,3
banquet,synonym,feast,1
banquet,synonym,spread,2
bar,synonym,banish,
bar,synonym,cake,
bar,synonym,relegate,
bar,synonym,saloon,1
bar,synonym,streak,
barb,synonym,dig,1
barb,synonym,shaft,1
barb,synonym,slam,1
bare,synonym,barren,
bare,synonym,bleak,
bare,synonym,mere,
bare,synonym,naked,1
bare,synonym,nude,1
bare,synonym,publicize,
bare,synonym,scant,2
bare,synonym,simple,
bare,synonym,spare,2
bargain,synonym,buy,2
bargain,synonym,deal,1
bargain,synonym,steal,2
baron,synonym,king,3
baron,synonym,power,3
barrel,synonym,drum,3
barren,similar,fertile,2
barren,similar,sterile,2
barren,synonym,bare,1
barren,synonym,bleak,1
barren,synonym,free,3
barren,synonym,innocent,3
barren,synonym,stark,1
base,synonym,bag,3
base,synonym,basis,
base,synonym,floor,
base,synonym,foot,2
base,synonym,foundation,2
base,synonym,founded,
base,synonym,immoral,
base,synonym,infrastructure,
base,synonym,root,
base,synonym,stem,
base,synonym,structure,2
baseball,synonym,ball,1
basement,synonym,cellar,1
bash,synonym,bang,2
bash,synonym,belt,2
bash,synonym,do,3
bash,synonym,knock,2
bash,synonym,smash,2
bash,synonym,sock,1
basic,antonym,incidental,1
basic,similar,base,1
basic,similar,elementary,1
basic,similar,first,3
basic,similar,fundamental,1
basic,similar,primary,1
basic,similar,radical,1
basic,similar,standard,2
basic,synonym,staple,
basis,synonym,base,2
basis,synonym,footing,1
basis,synonym,foundation,2
basis,synonym,ground,1
bastard,synonym,fake,
bat,synonym,lick,
batch,synonym,clutch,3
batch,synonym,deal,2
batch,synonym,flock,2
batch,synonym,hat,2
batch,synonym,heap,2
batch,synonym,lot,2
batch,synonym,mass,2
batch,synonym,mess,2
batch,synonym,mint,2
batch,synonym,mountain,2
batch,synonym,pile,2
batch,synonym,plenty,2
batch,synonym,pot,2
batch,synonym,raft,2
batch,synonym,sight,2
batch,synonym,stack,2
battalion,synonym,multitude,2
battalion,synonym,pack,2
battalion,synonym,plural,2
battle,synonym,combat,
battle,synonym,conflict,1
battle,synonym,fight,1
battle,synonym,struggle,2
be,similar,trend,1
be,synonym,comprise,
be,synonym,constitute,
be,synonym,embody,
be,synonym,exist,
bead,synonym,drop,2
bead,synonym,pearl,2
beam,synonym,broadcast,
beam,synonym,ray,3
beam,synonym,shine,
beam,synonym,transmit,
bean,synonym,attic,
bean,synonym,dome,
bear,antonym,bull,
bear,antonym,interest,
bear,similar,carry,3
bear,similar,expect,3
bear,synonym,abide,
bear,synonym,acquit,
bear,synonym,act,
bear,synonym,behave,
bear,synonym,birth,3
bear,synonym,contain,
bear,synonym,deliver,3
bear,synonym,deport,
bear,synonym,endure,
bear,synonym,entertain,2
bear,synonym,harbor,2
bear,synonym,have,3
bear,synonym,hold,2
bear,synonym,nurse,2
bear,synonym,suffer,
bear,synonym,tolerate,
bear,synonym,wear,
beast,synonym,animal,1
beast,synonym,brute,1
beast,synonym,creature,1
beast,synonym,savage,2
beast,synonym,wolf,2
beat,similar,reach,1
beat,synonym,amaze,
beat,synonym,baffle,
beat,synonym,bewilder,
beat,synonym,crush,1
beat,synonym,dead,
beat,synonym,exhaust,
beat,synonym,metre,
beat,synonym,pulse,
beat,synonym,puzzle,
beat,synonym,rhythm,
beat,synonym,shell,1
beat,synonym,thump,
beauty,synonym,dish,2
beauty,synonym,peach,2
beckon,synonym,wave,1
become,similar,turn,2
become,synonym,get,1
become,synonym,go,1
become,synonym,turn,2
bed,synonym,bottom,3
bed,synonym,layer,
bed,synonym,screw,
bed,synonym,seam,
beef,synonym,kick,3
before,synonym,ahead,2
beforehand,similar,early,2
beforehand,synonym,advance,2
beforehand,synonym,ahead,1
beg,synonym,pray,1
beg,synonym,solicit,2
beg,synonym,tap,2
begin,antonym,end,1
begin,similar,start,2
begin,synonym,commence,1
begin,synonym,get,1
begin,synonym,start,1
behave,similar,act,1
behave,similar,play,1
behave,similar,pretend,1
behave,synonym,acquit,1
behave,synonym,act,1
behave,synonym,bear,1
behave,synonym,carry,1
behave,synonym,conduct,1
behave,synonym,deport,1
behave,synonym,do,1
behaviour,synonym,conduct,2
behind,similar,down,2
behind,synonym,ass,1
behind,synonym,bottom,1
behind,synonym,bum,1
behind,synonym,bun,1
behind,synonym,butt,1
behind,synonym,can,1
behind,synonym,rear,1
behind,synonym,seat,1
behind,synonym,stern,1
behind,synonym,tail,1
belief,synonym,impression,2
belief,synonym,notion,2
belief,synonym,opinion,2
believe,synonym,conceive,2
believe,synonym,consider,2
believe,synonym,think,2
believe,synonym,trust,3
bell,synonym,buzz,2
bell,synonym,toll,3
bellow,synonym,roar,2
belly,synonym,abdomen,1
belly,synonym,stomach,1
belong,synonym,go,3
beloved,synonym,baby,2
beloved,synonym,darling,1
beloved,synonym,dear,1
beloved,synonym,honey,2
beloved,synonym,love,2
below,antonym,above,1
below,synonym,beneath,1
belt,synonym,bash,
bench,synonym,judiciary,3
bench,synonym,terrace,2
bend,synonym,crease,
bend,synonym,crook,
bend,synonym,crouch,
bend,synonym,deflect,
bend,synonym,deform,3
bend,synonym,flex,1
bend,synonym,relax,
bend,synonym,stoop,
bend,synonym,turn,3
bend,synonym,twist,3
beneath,synonym,below,1
beneficial,synonym,good,1
beneficiary,synonym,donor,1
benefit,synonym,gain,
benefit,synonym,profit,
benefit,synonym,welfare,2
benevolent,similar,generous,3
benevolent,similar,kind,2
benevolent,synonym,charitable,2
benevolent,synonym,kindly,2
benign,antonym,malign,1
benign,similar,kind,3
benign,similar,kindly,2
best,antonym,worse,1
best,similar,champion,1
best,similar,first,1
best,similar,fore,1
best,similar,optimal,1
best,synonym,better,2
bet,similar,play,2
bet,synonym,bank,3
bet,synonym,calculate,3
bet,synonym,count,3
bet,synonym,depend,3
bet,synonym,look,3
bet,synonym,play,2
bet,synonym,reckon,3
bet,synonym,rely,3
bet,synonym,swear,3
beta,similar,important,2
betray,similar,sell,2
betray,synonym,deceive,
betray,synonym,fail,3
betray,synonym,sell,2
betray,synonym,wander,
better,antonym,worse,1
better,similar,fine,1
better,synonym,amend,
better,synonym,best,3
better,synonym,improve,
beware,synonym,mind,1
bewilder,synonym,amaze,1
bewilder,synonym,baffle,1
bewilder,synonym,beat,1
bewilder,synonym,get,1
bewilder,synonym,gravel,1
bewilder,synonym,pose,1
bewilder,synonym,puzzle,1
bewilder,synonym,stick,1
bewilder,synonym,throw,2
bias,synonym,diagonal,2
bias,synonym,prejudice,1
bicycle,synonym,bike,1
bicycle,synonym,cycle,1
bicycle,synonym,pedal,2
bicycle,synonym,wheel,1
bid,synonym,command,1
bid,synonym,conjure,
bid,synonym,play,2
bid,synonym,tender,3
big,antonym,little,1
big,antonym,small,
big,similar,ample,1
big,similar,broad,1
big,similar,cosmic,1
big,similar,deep,1
big,similar,double,1
big,similar,enormous,1
big,similar,epic,1
big,similar,extensive,1
big,similar,giant,1
big,similar,gigantic,1
big,similar,grand,1
big,similar,great,1
big,similar,huge,1
big,similar,immense,1
big,similar,important,2
big,similar,intense,3
big,similar,large,1
big,similar,massive,1
big,similar,plump,1
big,similar,super,1
big,similar,tremendous,1
big,similar,vast,1
big,similar,wide,1
big,synonym,adult,
big,synonym,bad,3
big,synonym,handsome,
big,synonym,large,1
big,synonym,prominent,
bike,synonym,bicycle,2
bike,synonym,cycle,2
bike,synonym,pedal,3
bike,synonym,wheel,2
bilateral,similar,mutual,2
bilateral,similar,reciprocal,2
bill,synonym,account,2
bill,synonym,measure,1
bill,synonym,note,3
bill,synonym,poster,
billion,synonym,million,2
binary,similar,multiple,2
bind,similar,adhere,1
bind,similar,cleave,1
bind,similar,cling,1
bind,similar,stick,1
bind,synonym,adhere,1
bind,synonym,attach,2
bind,synonym,bandage,
bind,synonym,bond,1
bind,synonym,bounce,
bind,synonym,confine,
bind,synonym,jump,
bind,synonym,leap,
bind,synonym,oblige,
bind,synonym,restrict,
bind,synonym,stick,1
bind,synonym,tie,2
biography,synonym,life,1
bird,synonym,chicken,3
bird,synonym,doll,3
bird,synonym,shuttle,
bird,synonym,skirt,3
bird,synonym,snort,
birth,antonym,death,1
birth,synonym,bear,
birth,synonym,renaissance,
bit,synonym,chip,2
bit,synonym,flake,2
bit,synonym,minute,3
bit,synonym,moment,3
bit,synonym,number,
bit,synonym,routine,
bit,synonym,scrap,2
bit,synonym,second,3
bit,synonym,seconds,3
bit,synonym,spot,1
bite,similar,burn,2
bite,synonym,burn,2
bite,synonym,snack,
bite,synonym,sting,2
bitter,similar,intolerable,2
bitter,similar,pleasant,3
bitter,synonym,acid,3
bizarre,synonym,eccentric,1
black,antonym,white,1
black,similar,angry,3
black,synonym,bleak,
black,synonym,fatal,
black,synonym,grim,
black,synonym,sinister,
blade,synonym,steel,
blade,synonym,sword,
blame,synonym,charge,3
blame,synonym,damn,
blame,synonym,fault,1
blame,synonym,pick,2
blame,synonym,rap,
bland,synonym,flat,1
bland,synonym,smooth,3
blank,similar,empty,1
blank,synonym,clean,1
blank,synonym,utter,
blank,synonym,white,1
blanket,synonym,broad,
blanket,synonym,cover,1
blanket,synonym,extensive,
blanket,synonym,mantle,2
blanket,synonym,wide,
blast,synonym,attack,
blast,synonym,bang,2
blast,synonym,blow,3
blast,synonym,clap,2
blast,synonym,shoot,
blast,synonym,smash,
blatant,synonym,conspicuous,1
blaze,synonym,glare,
blaze,synonym,hell,2
bleak,similar,cold,3
bleak,synonym,bare,2
bleak,synonym,barren,2
bleak,synonym,black,1
bleak,synonym,dim,1
bleak,synonym,raw,3
bleak,synonym,stark,2
blend,similar,fit,2
blend,similar,go,2
blend,synonym,combine,3
blend,synonym,flux,3
blend,synonym,fuse,3
blend,synonym,go,2
blend,synonym,merge,3
blend,synonym,mingle,1
blend,synonym,mix,3
bless,antonym,curse,1
bless,synonym,sign,3
blind,similar,rational,3
blind,synonym,screen,
blink,synonym,flash,3
blink,synonym,wink,1
bloc,synonym,axis,1
block,synonym,blockade,
block,synonym,cube,3
block,synonym,embarrass,
block,synonym,forget,
block,synonym,halt,
block,synonym,hinder,
block,synonym,impede,
block,synonym,obstruct,
block,synonym,stop,
blockade,synonym,block,3
blockade,synonym,circle,1
blockade,synonym,embarrass,3
blockade,synonym,hinder,3
blockade,synonym,obstruct,3
blonde,similar,fair,1
blood,synonym,lineage,
blood,synonym,rake,3
blood,synonym,rip,3
bloom,synonym,blossom,1
bloom,synonym,blush,
bloom,synonym,flower,1
bloom,synonym,pants,
bloom,synonym,peak,
blossom,synonym,bloom,1
blossom,synonym,flower,1
blossom,synonym,flush,2
blossom,synonym,peak,2
blossom,synonym,prime,2
blot,similar,stain,2
blot,synonym,smear,3
blot,synonym,spot,2
blow,synonym,blast,
blow,synonym,boast,
blow,synonym,bump,
blow,synonym,coke,
blow,synonym,drift,
blow,synonym,float,
blow,synonym,snow,
blow,synonym,spoil,
blow,synonym,stink,
blue,similar,northern,2
blue,synonym,dismal,
blue,synonym,down,3
blue,synonym,grim,3
blue,synonym,low,3
blue,synonym,naughty,
blueprint,synonym,design,1
blueprint,synonym,draft,3
blueprint,synonym,pattern,1
bluff,synonym,bold,
bluff,synonym,sheer,
blunt,similar,direct,3
blunt,similar,dull,2
blunt,synonym,stark,
blur,antonym,focus,3
blush,synonym,bloom,1
blush,synonym,flush,1
blush,synonym,paint,2
blush,synonym,roses,1
blush,synonym,rouge,2
board,synonym,plank,2
boarder,synonym,lodge,1
boast,synonym,blow,1
boast,synonym,feature,2
boast,synonym,gas,1
boast,synonym,sport,2
boast,synonym,tout,1
body,synonym,consistency,
body,synonym,trunk,
boil,antonym,freeze,1
boil,synonym,churn,
bold,similar,brave,1
bold,similar,conspicuous,2
bold,similar,rash,1
bold,similar,reckless,1
bold,similar,steep,3
bold,synonym,bluff,3
bold,synonym,sheer,3
bolster,synonym,pad,3
bomb,synonym,bombard,
bomb,synonym,submarine,
bomb,synonym,wedge,
bombard,synonym,bomb,3
bond,synonym,alliance,3
bond,synonym,bail,
bond,synonym,bind,
bond,synonym,hamper,
bond,synonym,stick,
bone,synonym,cram,
bone,synonym,ivory,3
bone,synonym,pearl,3
bonus,synonym,incentive,2
book,synonym,brochure,
book,synonym,folder,
book,synonym,leaflet,
book,synonym,pamphlet,
book,synonym,record,3
book,synonym,script,
book,synonym,volume,2
booking,synonym,reserve,2
boom,synonym,flourish,
boom,synonym,roar,1
boom,synonym,smash,
boom,synonym,thrive,
boom,synonym,thunder,1
boost,synonym,advance,3
boost,synonym,encourage,3
boost,synonym,further,3
boost,synonym,hike,1
boost,synonym,promote,3
boot,synonym,bang,3
boot,synonym,charge,3
boot,synonym,flush,3
boot,synonym,kick,3
boot,synonym,rush,3
boot,synonym,thrill,3
boot,synonym,trunk,2
booth,synonym,stall,2
border,synonym,adjoin,
border,synonym,edge,3
border,synonym,margin,2
border,synonym,moulding,
border,synonym,perimeter,2
border,synonym,surround,
boring,synonym,dead,1
boring,synonym,drill,2
boring,synonym,dull,1
boring,synonym,slow,1
boring,synonym,weary,1
born,similar,intelligent,2
borrow,antonym,lend,1
borrow,synonym,adopt,2
boss,synonym,chief,1
boss,synonym,knob,
botany,synonym,flora,1
botany,synonym,vegetation,1
both,similar,some,1
bother,synonym,annoy,2
bother,synonym,devil,2
bother,synonym,fuss,
bother,synonym,gravel,2
bother,synonym,irritate,2
bother,synonym,nuisance,
bother,synonym,rag,2
bother,synonym,trouble,1
bottom,antonym,side,
bottom,antonym,top,
bottom,synonym,ass,3
bottom,synonym,bed,
bottom,synonym,behind,3
bottom,synonym,bum,3
bottom,synonym,bun,3
bottom,synonym,butt,3
bottom,synonym,can,3
bottom,synonym,penetrate,
bottom,synonym,rear,3
bottom,synonym,seat,3
bottom,synonym,stern,3
bottom,synonym,tail,3
bounce,antonym,clear,
bounce,synonym,bind,1
bounce,synonym,rebound,1
bounce,synonym,spring,1
boundary,synonym,bounds,1
boundary,synonym,edge,2
boundary,synonym,limit,3
bounds,synonym,boundary,1
bourgeois,similar,capitalist,1
bourgeois,synonym,conservative,2
bout,synonym,round,1
bout,synonym,turn,1
bow,synonym,arc,
bow,synonym,crouch,
bow,synonym,defer,3
bow,synonym,fore,
bow,synonym,stoop,
bow,synonym,submit,3
bowel,synonym,gut,1
bowel,synonym,intestine,1
bowl,synonym,arena,
bowl,synonym,stadium,
boy,antonym,girl,1
boy,synonym,son,3
brace,synonym,pair,
brace,synonym,poise,1
brace,synonym,steady,2
braid,synonym,lace,3
braid,synonym,twist,1
brain,synonym,genius,
brain,synonym,head,3
brain,synonym,mind,3
brain,synonym,wit,2
branch,synonym,arm,1
branch,synonym,fork,
branch,synonym,leg,3
